,PERSON_ID,FIRST_NAME,LAST_NAME,DISPLAY_FIRST_LAST,DISPLAY_LAST_COMMA_FIRST,DISPLAY_FI_LAST,PLAYER_SLUG,BIRTHDATE,SCHOOL,COUNTRY,LAST_AFFILIATION,HEIGHT,WEIGHT,SEASON_EXP,JERSEY,POSITION,ROSTERSTATUS,GAMES_PLAYED_CURRENT_SEASON_FLAG,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CODE,TEAM_CITY,PLAYERCODE,FROM_YEAR,TO_YEAR,DLEAGUE_FLAG,NBA_FLAG,GAMES_PLAYED_FLAG,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER
0,1628427,Vlatko,Cancar,Vlatko Cancar,"Cancar, Vlatko",V. Cancar,vlatko-cancar,1997-04-10T00:00:00,San Pablo Burgos,Slovenia,San Pablo Burgos/Slovenia,6-8,236,1,31,Forward,Active,N,1610612743,Nuggets,DEN,nuggets,Denver,vlatko_cancar,2019,2020,Y,Y,Y,2017,2,49
0,203991,Clint,Capela,Clint Capela,"Capela, Clint",C. Capela,clint-capela,1994-05-18T00:00:00,Elan Chalon,Switzerland,Elan Chalon/Switzerland,6-10,240,6,15,Center,Active,N,1610612737,Hawks,ATL,hawks,Atlanta,clint_capela,2014,2020,Y,Y,Y,2014,1,25
0,201960,DeMarre,Carroll,DeMarre Carroll,"Carroll, DeMarre",D. Carroll,demarre-carroll,1986-07-27T00:00:00,Missouri,USA,Missouri/USA,6-6,215,11,9,Forward,Active,N,1610612745,Rockets,HOU,rockets,Houston,demarre_carroll,2009,2020,Y,Y,Y,2009,1,27
0,1628975,Jevon,Carter,Jevon Carter,"Carter, Jevon",J. Carter,jevon-carter,1995-09-14T00:00:00,West Virginia,USA,West Virginia/USA,6-1,200,2,4,Guard,Active,N,1610612756,Suns,PHX,suns,Phoenix,jevon_carter,2018,2020,Y,Y,Y,2018,2,32
0,1713,Vince,Carter,Vince Carter,"Carter, Vince",V. Carter,vince-carter,1977-01-26T00:00:00,North Carolina,USA,North Carolina/USA,6-6,220,22,15,Guard-Forward,Active,N,1610612737,Hawks,ATL,hawks,Atlanta,vince_carter,1998,2020,N,Y,Y,1998,1,5
0,1628976,Wendell,Carter Jr.,Wendell Carter Jr.,"Carter Jr., Wendell",W. Carter Jr.,wendell-carter-jr,1999-04-16T00:00:00,Duke,USA,Duke/USA,6-9,270,2,34,Center-Forward,Active,N,1610612741,Bulls,CHI,bulls,Chicago,wendell_carter_jr,2018,2020,N,Y,Y,2018,1,7
0,203487,Michael,Carter-Williams,Michael Carter-Williams,"Carter-Williams, Michael",M. Carter-Williams,michael-carter-williams,1991-10-10T00:00:00,Syracuse,USA,Syracuse/USA,6-5,190,7,7,Guard,Active,N,1610612753,Magic,ORL,magic,Orlando,michael_carter-williams,2013,2020,N,Y,Y,2013,1,11
0,1627936,Alex,Caruso,Alex Caruso,"Caruso, Alex",A. Caruso,alex-caruso,1994-02-28T00:00:00,Texas A&M,USA,Texas A&M/USA,6-5,186,3,4,Guard,Active,N,1610612747,Lakers,LAL,lakers,Los Angeles,alex_caruso,2017,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted
0,1626161,Willie,Cauley-Stein,Willie Cauley-Stein,"Cauley-Stein, Willie",W. Cauley-Stein,willie-cauley-stein,1993-08-18T00:00:00,Kentucky,USA,Kentucky/USA,7-0,240,5,33,Center,Active,N,1610612742,Mavericks,DAL,mavericks,Dallas,willie_cauley-stein,2015,2020,N,Y,Y,2015,1,6
0,2199,Tyson,Chandler,Tyson Chandler,"Chandler, Tyson",T. Chandler,tyson-chandler,1982-10-02T00:00:00,Dominguez HS (CA),USA,Dominguez HS (CA)/USA,7-0,235,19,19,Center,Active,N,1610612745,Rockets,HOU,rockets,Houston,tyson_chandler,2001,2020,N,Y,Y,2001,1,2
0,201163,Wilson,Chandler,Wilson Chandler,"Chandler, Wilson",W. Chandler,wilson-chandler,1987-05-10T00:00:00,DePaul,USA,DePaul/USA,6-8,235,12,21,Forward,Active,N,1610612751,Nets,BKN,nets,Brooklyn,wilson_chandler,2007,2020,N,Y,Y,2007,1,23
0,1629597,Zylan,Cheatham,Zylan Cheatham,"Cheatham, Zylan",Z. Cheatham,zylan-cheatham,1995-11-17T00:00:00,Arizona State,USA,Arizona State/USA,6-5,220,1,45,Forward,Active,N,1610612740,Pelicans,NOP,pelicans,New Orleans,zylan_cheatham,2019,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted
0,1629185,Chris,Chiozza,Chris Chiozza,"Chiozza, Chris",C. Chiozza,chris-chiozza,1995-11-21T00:00:00,Florida,USA,Florida/USA,5-11,175,2,4,Guard,Active,N,1610612751,Nets,BKN,nets,Brooklyn,chris_chiozza,2018,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted
0,1627737,Marquese,Chriss,Marquese Chriss,"Chriss, Marquese",M. Chriss,marquese-chriss,1997-07-02T00:00:00,Washington,USA,Washington/USA,6-9,240,4,32,Forward,Active,N,1610612744,Warriors,GSW,warriors,Golden State,marquese_chriss,2016,2020,N,Y,Y,2016,1,8
0,1629109,Gary,Clark,Gary Clark,"Clark, Gary",G. Clark,gary-clark,1994-11-16T00:00:00,Cincinnati,USA,Cincinnati/USA,6-6,225,2,12,Forward,Active,N,1610612753,Magic,ORL,magic,Orlando,gary_clark,2018,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted
0,1629634,Brandon,Clarke,Brandon Clarke,"Clarke, Brandon",B. Clarke,brandon-clarke,1996-09-19T00:00:00,Gonzaga,Canada,Gonzaga/Canada,6-8,215,1,15,Forward-Guard,Active,N,1610612763,Grizzlies,MEM,grizzlies,Memphis,brandon_clarke,2019,2020,N,Y,Y,2019,1,21
0,203903,Jordan,Clarkson,Jordan Clarkson,"Clarkson, Jordan",J. Clarkson,jordan-clarkson,1992-06-07T00:00:00,Missouri,USA,Missouri/USA,6-4,194,6,00,Guard,Active,N,1610612762,Jazz,UTA,jazz,Utah,jordan_clarkson,2014,2020,Y,Y,Y,2014,2,46
0,1629651,Nicolas,Claxton,Nicolas Claxton,"Claxton, Nicolas",N. Claxton,nicolas-claxton,1999-04-17T00:00:00,Georgia,USA,Georgia/USA,6-11,215,1,33,Forward-Center,Active,N,1610612751,Nets,BKN,nets,Brooklyn,nicolas_claxton,2019,2020,Y,Y,Y,2019,2,31
0,1629598,Chris,Clemons,Chris Clemons,"Clemons, Chris",C. Clemons,chris-clemons,1997-07-23T00:00:00,Campbell,USA,Campbell /USA,5-9,180,1,3,Guard,Active,N,1610612745,Rockets,HOU,rockets,Houston,chris_clemons,2019,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted
0,1628499,Antonius,Cleveland,Antonius Cleveland,"Cleveland, Antonius",A. Cleveland,antonius-cleveland,1994-02-02T00:00:00,Southeast Missouri,USA,Southeast Missouri/USA,6-5,195,2,3,Guard,Active,N,1610612742,Mavericks,DAL,mavericks,Dallas,antonius_cleveland,2017,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted
0,1629599,Amir,Coffey,Amir Coffey,"Coffey, Amir",A. Coffey,amir-coffey,1997-06-17T00:00:00,Minnesota,USA,Minnesota/USA,6-7,210,1,7,Guard-Forward,Active,N,1610612746,Clippers,LAC,clippers,LA,amir_coffey,2019,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted
0,1628381,John,Collins,John Collins,"Collins, John",J. Collins,john-collins,1997-09-23T00:00:00,Wake Forest,USA,Wake Forest/USA,6-9,235,3,20,Forward,Active,N,1610612737,Hawks,ATL,hawks,Atlanta,john_collins,2017,2020,N,Y,Y,2017,1,19
0,1628380,Zach,Collins,Zach Collins,"Collins, Zach",Z. Collins,zach-collins,1997-11-19T00:00:00,Gonzaga,USA,Gonzaga/USA,6-11,250,3,33,Forward-Center,Active,N,1610612757,Trail Blazers,POR,blazers,Portland,zach_collins,2017,2020,N,Y,Y,2017,1,10
0,201144,Mike,Conley,Mike Conley,"Conley, Mike",M. Conley,mike-conley,1987-10-11T00:00:00,Ohio State,USA,Ohio State/USA,6-1,175,13,10,Guard,Active,N,1610612762,Jazz,UTA,jazz,Utah,mike_conley,2007,2020,N,Y,Y,2007,1,4
0,1626192,Pat,Connaughton,Pat Connaughton,"Connaughton, Pat",P. Connaughton,pat-connaughton,1993-01-06T00:00:00,Notre Dame,USA,Notre Dame/USA,6-5,209,5,24,Guard,Active,N,1610612749,Bucks,MIL,bucks,Milwaukee,pat_connaughton,2015,2020,N,Y,Y,2015,2,41
0,1626188,Quinn,Cook,Quinn Cook,"Cook, Quinn",Q. Cook,quinn-cook,1993-03-23T00:00:00,Duke,USA,Duke/USA,6-1,180,4,28,Guard,Active,N,1610612747,Lakers,LAL,lakers,Los Angeles,quinn_cook,2016,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted
0,1629076,Tyler,Cook,Tyler Cook,"Cook, Tyler",T. Cook,tyler-cook,1997-09-23T00:00:00,Iowa,USA,Iowa/USA,6-8,255,1,25,Forward,Active,N,1610612743,Nuggets,DEN,nuggets,Denver,tyler_cook,2019,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted
0,202326,DeMarcus,Cousins,DeMarcus Cousins,"Cousins, DeMarcus",D. Cousins,demarcus-cousins,1990-08-13T00:00:00,Kentucky,USA,Kentucky/USA,6-11,270,9,0,Center,Inactive,N,1610612744,Warriors,GSW,warriors,Golden State,demarcus_cousins,2010,2018,N,Y,Y,2010,1,5
0,203496,Robert,Covington,Robert Covington,"Covington, Robert",R. Covington,robert-covington,1990-12-14T00:00:00,Tennessee State,USA,Tennessee State/USA,6-7,209,7,33,Forward,Active,N,1610612745,Rockets,HOU,rockets,Houston,robert_covington,2013,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted
0,203459,Allen,Crabbe,Allen Crabbe,"Crabbe, Allen",A. Crabbe,allen-crabbe,1992-04-09T00:00:00,California,USA,California/USA,6-5,212,6,,Guard-Forward,Inactive,N,0,,,,,allen_crabbe,2013,2019,Y,Y,Y,2013,2,31
0,1628470,Torrey,Craig,Torrey Craig,"Craig, Torrey",T. Craig,torrey-craig,1990-12-19T00:00:00,South Carolina Upstate,USA,South Carolina Upstate/USA,6-7,221,3,3,Forward,Active,N,1610612743,Nuggets,DEN,nuggets,Denver,torrey_craig,2017,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted
0,203109,Jae,Crowder,Jae Crowder,"Crowder, Jae",J. Crowder,jae-crowder,1990-07-06T00:00:00,Marquette,USA,Marquette/USA,6-6,235,8,99,Forward,Active,N,1610612748,Heat,MIA,heat,Miami,jae_crowder,2012,2020,Y,Y,Y,2012,2,34
0,1629633,Jarrett,Culver,Jarrett Culver,"Culver, Jarrett",J. Culver,jarrett-culver,1999-02-20T00:00:00,Texas Tech,USA,Texas Tech/USA,6-6,195,1,23,Guard-Forward,Active,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,jarrett_culver,2019,2020,N,Y,Y,2019,1,6
0,203552,Seth,Curry,Seth Curry,"Curry, Seth",S. Curry,seth-curry,1990-08-23T00:00:00,Duke,USA,Duke/USA,6-2,185,6,30,Guard,Active,N,1610612742,Mavericks,DAL,mavericks,Dallas,seth_curry,2013,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted
0,201939,Stephen,Curry,Stephen Curry,"Curry, Stephen",S. Curry,stephen-curry,1988-03-14T00:00:00,Davidson,USA,Davidson/USA,6-3,185,11,30,Guard,Active,N,1610612744,Warriors,GSW,warriors,Golden State,stephen_curry,2009,2020,N,Y,Y,2009,1,7
0,203584,Troy,Daniels,Troy Daniels,"Daniels, Troy",T. Daniels,troy-daniels,1991-07-15T00:00:00,Virginia Commonwealth,USA,Virginia Commonwealth/USA,6-4,200,7,30,Guard,Active,N,1610612743,Nuggets,DEN,nuggets,Denver,troy_daniels,2013,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted
0,203076,Anthony,Davis,Anthony Davis,"Davis, Anthony",A. Davis,anthony-davis,1993-03-11T00:00:00,Kentucky,USA,Kentucky/USA,6-10,253,8,3,Forward-Center,Active,N,1610612747,Lakers,LAL,lakers,Los Angeles,anthony_davis,2012,2020,N,Y,Y,2012,1,1
0,202334,Ed,Davis,Ed Davis,"Davis, Ed",E. Davis,ed-davis,1989-06-05T00:00:00,North Carolina,USA,North Carolina/USA,6-9,218,10,17,Center-Forward,Active,N,1610612762,Jazz,UTA,jazz,Utah,ed_davis,2010,2020,Y,Y,Y,2010,1,13
0,1629056,Terence,Davis,Terence Davis,"Davis, Terence",T. Davis,terence-davis,1997-05-16T00:00:00,Mississippi,USA,Mississippi/USA,6-4,201,1,0,Guard,Active,N,1610612761,Raptors,TOR,raptors,Toronto,terence_davis,2019,2020,N,Y,Y,Undrafted,Undrafted,Undrafted
0,201942,DeMar,DeRozan,DeMar DeRozan,"DeRozan, DeMar",D. DeRozan,demar-derozan,1989-08-07T00:00:00,Southern California,USA,Southern California/USA,6-6,220,11,10,Guard-Forward,Active,N,1610612759,Spurs,SAS,spurs,San Antonio,demar_derozan,2009,2020,N,Y,Y,2009,1,9
0,203473,Dewayne,Dedmon,Dewayne Dedmon,"Dedmon, Dewayne",D. Dedmon,dewayne-dedmon,1989-08-12T00:00:00,Southern California,USA,Southern California/USA,7-0,245,7,14,Center,Active,N,1610612737,Hawks,ATL,hawks,Atlanta,dewayne_dedmon,2013,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted
0,203521,Matthew,Dellavedova,Matthew Dellavedova,"Dellavedova, Matthew",M. Dellavedova,matthew-dellavedova,1990-09-08T00:00:00,St.Mary's College of California,Australia,St.Mary's College of California/Australia,6-3,200,7,18,Guard,Active,N,1610612739,Cavaliers,CLE,cavaliers,Cleveland,matthew_dellavedova,2013,2020,N,Y,Y,Undrafted,Undrafted,Undrafted
0,1628978,Donte,DiVincenzo,Donte DiVincenzo,"DiVincenzo, Donte",D. DiVincenzo,donte-divincenzo,1997-01-31T00:00:00,Villanova,USA,Villanova/USA,6-4,203,2,0,Guard,Active,N,1610612749,Bucks,MIL,bucks,Milwaukee,donte_divincenzo,2018,2020,Y,Y,Y,2018,1,17
0,1627767,Cheick,Diallo,Cheick Diallo,"Diallo, Cheick",C. Diallo,cheick-diallo,1996-09-13T00:00:00,Kansas,Mali,Kansas/Mali,6-8,219,4,14,Forward-Center,Active,N,1610612756,Suns,PHX,suns,Phoenix,cheick_diallo,2016,2020,Y,Y,Y,2016,2,33
0,1628977,Hamidou,Diallo,Hamidou Diallo,"Diallo, Hamidou",H. Diallo,hamidou-diallo,1998-07-31T00:00:00,Kentucky,USA,Kentucky/USA,6-5,202,2,6,Guard,Active,N,1610612760,Thunder,OKC,thunder,Oklahoma City,hamidou_diallo,2018,2020,Y,Y,Y,2018,2,45
0,203476,Gorgui,Dieng,Gorgui Dieng,"Dieng, Gorgui",G. Dieng,gorgui-dieng,1990-01-18T00:00:00,Louisville,Senegal,Louisville/Senegal,6-10,252,7,14,Center,Active,N,1610612763,Grizzlies,MEM,grizzlies,Memphis,gorgui_dieng,2013,2020,N,Y,Y,2013,1,21
0,203915,Spencer,Dinwiddie,Spencer Dinwiddie,"Dinwiddie, Spencer",S. Dinwiddie,spencer-dinwiddie,1993-04-06T00:00:00,Colorado,USA,Colorado/USA,6-5,215,6,26,Guard,Active,N,1610612751,Nets,BKN,nets,Brooklyn,spencer_dinwiddie,2014,2020,Y,Y,Y,2014,2,38
0,1629029,Luka,Doncic,Luka Doncic,"Doncic, Luka",L. Doncic,luka-doncic,1999-02-28T00:00:00,Real Madrid,Slovenia,Real Madrid/Slovenia,6-7,230,2,77,Forward-Guard,Active,N,1610612742,Mavericks,DAL,mavericks,Dallas,luka_don,2018,2020,N,Y,Y,2018,1,3
0,1629652,Luguentz,Dort,Luguentz Dort,"Dort, Luguentz",L. Dort,luguentz-dort,1999-04-19T00:00:00,Arizona State,Canada,Arizona State/Canada,6-3,215,1,5,Guard,Active,N,1610612760,Thunder,OKC,thunder,Oklahoma City,luguentz_dort,2019,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted
0,1628422,Damyean,Dotson,Damyean Dotson,"Dotson, Damyean",D. Dotson,damyean-dotson,1994-05-06T00:00:00,Houston,USA,Houston/USA,6-5,210,3,21,Guard,Active,N,1610612752,Knicks,NYK,knicks,New York,damyean_dotson,2017,2020,Y,Y,Y,2017,2,44
0,1629635,Sekou,Doumbouya,Sekou Doumbouya,"Doumbouya, Sekou",S. Doumbouya,sekou-doumbouya,2000-12-23T00:00:00,Limoges,Guinea,Limoges/Guinea,6-8,230,1,45,Forward,Active,N,1610612765,Pistons,DET,pistons,Detroit,sekou_doumbouya,2019,2020,Y,Y,Y,2019,1,15
0,1628408,PJ,Dozier,PJ Dozier,"Dozier, PJ",P. Dozier,pj-dozier,1996-10-25T00:00:00,South Carolina,USA,South Carolina/USA,6-6,205,3,35,Guard-Forward,Active,N,1610612743,Nuggets,DEN,nuggets,Denver,pj_dozier,2017,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted
0,201609,Goran,Dragic,Goran Dragic,"Dragic, Goran",G. Dragic,goran-dragic,1986-05-06T00:00:00,Union Olimpija,Slovenia,Union Olimpija/Slovenia,6-3,190,12,7,Guard,Active,N,1610612748,Heat,MIA,heat,Miami,goran_dragic,2008,2020,N,Y,Y,2008,2,45
0,203083,Andre,Drummond,Andre Drummond,"Drummond, Andre",A. Drummond,andre-drummond,1993-08-10T00:00:00,Connecticut,USA,Connecticut/USA,6-10,279,8,3,Center,Active,N,1610612739,Cavaliers,CLE,cavaliers,Cleveland,andre_drummond,2012,2020,N,Y,Y,2012,1,9
0,201162,Jared,Dudley,Jared Dudley,"Dudley, Jared",J. Dudley,jared-dudley,1985-07-10T00:00:00,Boston College,USA,Boston College/USA,6-6,237,13,10,Forward,Active,N,1610612747,Lakers,LAL,lakers,Los Angeles,jared_dudley,2007,2020,N,Y,Y,2007,1,22
0,1627739,Kris,Dunn,Kris Dunn,"Dunn, Kris",K. Dunn,kris-dunn,1994-03-18T00:00:00,Providence,USA,Providence/USA,6-3,205,4,32,Guard,Active,N,1610612741,Bulls,CHI,bulls,Chicago,kris_dunn,2016,2020,N,Y,Y,2016,1,5
0,201142,Kevin,Durant,Kevin Durant,"Durant, Kevin",K. Durant,kevin-durant,1988-09-29T00:00:00,Texas,USA,Texas/USA,6-10,240,12,7,Forward,Active,N,1610612751,Nets,BKN,nets,Brooklyn,kevin_durant,2007,2020,N,Y,Y,2007,1,2
0,1629035,Carsen,Edwards,Carsen Edwards,"Edwards, Carsen",C. Edwards,carsen-edwards,1998-03-12T00:00:00,Purdue,USA,Purdue/USA,5-11,200,1,4,Guard,Active,N,1610612738,Celtics,BOS,celtics,Boston,carsen_edwards,2019,2020,Y,Y,Y,2019,2,33
0,1627740,Henry,Ellenson,Henry Ellenson,"Ellenson, Henry",H. Ellenson,henry-ellenson,1997-01-13T00:00:00,Marquette,USA,Marquette/USA,6-10,240,3,,Forward-Center,Inactive,N,0,,,,,henry_ellenson,2016,2019,Y,Y,Y,2016,1,18
0,201961,Wayne,Ellington,Wayne Ellington,"Ellington, Wayne",W. Ellington,wayne-ellington,1987-11-29T00:00:00,North Carolina,USA,North Carolina/USA,6-4,207,11,2,Guard,Active,N,1610612752,Knicks,NYK,knicks,New York,wayne_ellington,2009,2020,N,Y,Y,2009,1,28
0,203954,Joel,Embiid,Joel Embiid,"Embiid, Joel",J. Embiid,joel-embiid,1994-03-16T00:00:00,Kansas,Cameroon,Kansas/Cameroon,7-0,280,4,21,Center-Forward,Active,N,1610612755,76ers,PHI,sixers,Philadelphia,joel_embiid,2014,2020,N,Y,Y,2014,1,3
0,203516,James,Ennis III,James Ennis III,"Ennis III, James",J. Ennis III,james-ennis-iii,1990-07-01T00:00:00,California State-Long Beach,USA,California State-Long Beach/USA,6-6,215,6,11,Forward,Active,N,1610612753,Magic,ORL,magic,Orlando,james_ennis iii,2014,2020,Y,Y,Y,2013,2,50
0,1629234,Drew,Eubanks,Drew Eubanks,"Eubanks, Drew",D. Eubanks,drew-eubanks,1997-02-01T00:00:00,Oregon State,USA,Oregon State/USA,6-9,245,2,14,Forward-Center,Active,N,1610612759,Spurs,SAS,spurs,San Antonio,drew_eubanks,2018,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted
0,1628980,Jacob,Evans,Jacob Evans,"Evans, Jacob",J. Evans,jacob-evans,1997-06-18T00:00:00,Cincinnati,USA,Cincinnati/USA,6-4,210,2,12,Guard-Forward,Active,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,jacob_evans,2018,2020,Y,Y,Y,2018,1,28
0,203957,Dante,Exum,Dante Exum,"Exum, Dante",D. Exum,dante-exum,1995-07-13T00:00:00,Australian Institute of Sport,Australia,Australian Institute of Sport/Australia,6-5,214,5,1,Guard,Active,N,1610612739,Cavaliers,CLE,cavaliers,Cleveland,dante_exum,2014,2020,N,Y,Y,2014,1,5
0,1629605,Tacko,Fall,Tacko Fall,"Fall, Tacko",T. Fall,tacko-fall,1995-12-10T00:00:00,Central Florida,Senegal,Central Florida/Senegal,7-5,311,1,99,Center,Active,N,1610612738,Celtics,BOS,celtics,Boston,tacko_fall,2019,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted
0,202324,Derrick,Favors,Derrick Favors,"Favors, Derrick",D. Favors,derrick-favors,1991-07-15T00:00:00,Georgia Tech,USA,Georgia Tech/USA,6-9,265,10,22,Forward,Active,N,1610612740,Pelicans,NOP,pelicans,New Orleans,derrick_favors,2010,2020,N,Y,Y,2010,1,3
0,1626245,Cristiano,Felicio,Cristiano Felicio,"Felicio, Cristiano",C. Felicio,cristiano-felicio,1992-07-07T00:00:00,Flamengo,Brazil,Flamengo/Brazil,6-10,270,5,6,Forward-Center,Active,N,1610612741,Bulls,CHI,bulls,Chicago,cristiano_felicio,2015,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted
0,1628390,Terrance,Ferguson,Terrance Ferguson,"Ferguson, Terrance",T. Ferguson,terrance-ferguson,1998-05-17T00:00:00,Adelaide,USA,Adelaide/USA,6-6,190,3,23,Guard,Active,N,1610612760,Thunder,OKC,thunder,Oklahoma City,terrance_ferguson,2017,2020,Y,Y,Y,2017,1,21
0,1628981,Bruno,Fernando,Bruno Fernando,"Fernando, Bruno",B. Fernando,bruno-fernando,1998-08-15T00:00:00,Maryland,Angola,Maryland/Angola,6-9,240,1,24,Forward-Center,Active,N,1610612737,Hawks,ATL,hawks,Atlanta,bruno_fernando,2019,2020,Y,Y,Y,2019,2,34
0,1627812,Yogi,Ferrell,Yogi Ferrell,"Ferrell, Yogi",Y. Ferrell,yogi-ferrell,1993-05-09T00:00:00,Indiana,USA,Indiana/USA,6-0,178,4,3,Guard,Active,N,1610612758,Kings,SAC,kings,Sacramento,yogi_ferrell,2016,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted
0,1627827,Dorian,Finney-Smith,Dorian Finney-Smith,"Finney-Smith, Dorian",D. Finney-Smith,dorian-finney-smith,1993-05-04T00:00:00,Florida,USA,Florida/USA,6-7,220,4,10,Forward,Active,N,1610612742,Mavericks,DAL,mavericks,Dallas,dorian_finney-smith,2016,2020,N,Y,Y,Undrafted,Undrafted,Undrafted
0,1627854,Bryn,Forbes,Bryn Forbes,"Forbes, Bryn",B. Forbes,bryn-forbes,1993-07-23T00:00:00,Michigan State,USA,Michigan State/USA,6-2,205,4,11,Guard,Active,N,1610612759,Spurs,SAS,spurs,San Antonio,bryn_forbes,2016,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted
0,203095,Evan,Fournier,Evan Fournier,"Fournier, Evan",E. Fournier,evan-fournier,1992-10-29T00:00:00,Poitiers Basket 86,France,Poitiers Basket 86/France,6-7,205,8,10,Guard-Forward,Active,N,1610612753,Magic,ORL,magic,Orlando,evan_fournier,2012,2020,N,Y,Y,2012,1,20
0,1628368,De'Aaron,Fox,De'Aaron Fox,"Fox, De'Aaron",D. Fox,deaaron-fox,1997-12-20T00:00:00,Kentucky,USA,Kentucky/USA,6-3,185,3,5,Guard,Active,N,1610612758,Kings,SAC,kings,Sacramento,de'aaron_fox,2017,2020,N,Y,Y,2017,1,5
0,1626187,Michael,Frazier,Michael Frazier,"Frazier, Michael",M. Frazier,michael-frazier,1994-03-08T00:00:00,Florida,USA,Florida/USA,6-3,200,1,21,Guard,Active,N,1610612745,Rockets,HOU,rockets,Houston,michael_frazier,2018,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted
0,204025,Tim,Frazier,Tim Frazier,"Frazier, Tim",T. Frazier,tim-frazier,1990-11-01T00:00:00,Penn State,USA,Penn State/USA,6-0,170,5,,Guard,Inactive,N,0,,,,,tim_frazier,2014,2019,Y,Y,Y,Undrafted,Undrafted,Undrafted
0,1628982,Melvin,Frazier Jr.,Melvin Frazier Jr.,"Frazier Jr., Melvin",M. Frazier Jr.,melvin-frazier-jr,1996-08-30T00:00:00,Tulane,USA,Tulane/USA,6-5,215,2,35,Guard-Forward,Active,N,1610612753,Magic,ORL,magic,Orlando,melvin_frazier_jr,2018,2020,Y,Y,Y,2018,2,35
0,1628365,Markelle,Fultz,Markelle Fultz,"Fultz, Markelle",M. Fultz,markelle-fultz,1998-05-29T00:00:00,Washington,USA,Washington/USA,6-3,209,3,20,Guard,Active,N,1610612753,Magic,ORL,magic,Orlando,markelle_fultz,2017,2020,N,Y,Y,2017,1,1
0,1629117,Wenyen,Gabriel,Wenyen Gabriel,"Gabriel, Wenyen",W. Gabriel,wenyen-gabriel,1997-03-26T00:00:00,Kentucky,Sudan,Kentucky/Sudan,6-9,205,1,35,Forward,Active,N,1610612757,Trail Blazers,POR,blazers,Portland,wenyen_gabriel,2018,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted
0,1629655,Daniel,Gafford,Daniel Gafford,"Gafford, Daniel",D. Gafford,daniel-gafford,1998-10-01T00:00:00,Arkansas,USA,Arkansas/USA,6-10,234,1,12,Forward-Center,Active,N,1610612741,Bulls,CHI,bulls,Chicago,daniel_gafford,2019,2020,Y,Y,Y,2019,2,38
0,201568,Danilo,Gallinari,Danilo Gallinari,"Gallinari, Danilo",D. Gallinari,danilo-gallinari,1988-08-08T00:00:00,Olimpia Milano,Italy,Olimpia Milano/Italy,6-10,233,11,8,Forward,Active,N,1610612760,Thunder,OKC,thunder,Oklahoma City,danilo_gallinari,2008,2020,N,Y,Y,2008,1,6
0,204038,Langston,Galloway,Langston Galloway,"Galloway, Langston",L. Galloway,langston-galloway,1991-12-09T00:00:00,St. Joseph's (PA),USA,St. Joseph's (PA)/USA,6-1,200,6,9,Guard,Active,N,1610612765,Pistons,DET,pistons,Detroit,langston_galloway,2014,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted
0,1629636,Darius,Garland,Darius Garland,"Garland, Darius",D. Garland,darius-garland,2000-01-26T00:00:00,Vanderbilt,USA,Vanderbilt/USA,6-1,192,1,10,Guard,Active,N,1610612739,Cavaliers,CLE,cavaliers,Cleveland,darius_garland,2019,2020,N,Y,Y,2019,1,5
0,201188,Marc,Gasol,Marc Gasol,"Gasol, Marc",M. Gasol,marc-gasol,1985-01-29T00:00:00,FC Barcelona,Spain,FC Barcelona/Spain,6-11,255,12,33,Center,Active,N,1610612761,Raptors,TOR,raptors,Toronto,marc_gasol,2008,2020,N,Y,Y,2007,2,48
0,200752,Rudy,Gay,Rudy Gay,"Gay, Rudy",R. Gay,rudy-gay,1986-08-17T00:00:00,Connecticut,USA,Connecticut/USA,6-8,250,14,22,Forward-Guard,Active,N,1610612759,Spurs,SAS,spurs,San Antonio,rudy_gay,2006,2020,N,Y,Y,2006,1,8
